STUDENT IDENTIFIER,STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_MAJOR,STDNT_MINOR,STDNT_TEST_ENTRANCE1,STDNT_TEST_ENTRANCE2,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,CORE_COURSE_NAME_1_F,CORE_COURSE_GRADE_1_F,CORE_COURSE_NAME_2_F,CORE_COURSE_GRADE_2_F,CORE_COURSE_NAME_3_F,CORE_COURSE_GRADE_3_F,CORE_COURSE_NAME_4_F,CORE_COURSE_GRADE_4_F,CORE_COURSE_NAME_5_F,CORE_COURSE_GRADE_5_F,CORE_COURSE_NAME_6_F,CORE_COURSE_GRADE_6_F,SECOND_TERM,CORE_COURSE_NAME_1_S,CORE_COURSE_GRADE_1_S,CORE_COURSE_NAME_2_S,CORE_COURSE_GRADE_2_S,CORE_COURSE_NAME_3_S,CORE_COURSE_GRADE_3_S,CORE_COURSE_NAME_4_S,CORE_COURSE_GRADE_4_S,CORE_COURSE_NAME_5_S,CORE_COURSE_GRADE_5_S,CORE_COURSE_NAME_6_S,CORE_COURSE_GRADE_6_S,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,HIGH_SCHL_NAME,FATHER_HI_EDU_CD,FATHER_HI_EDU_DESC,MOTHER_HI_EDU_CD,MOTHER_HI_EDU_DESC,DEGREE_GROUP_CD,DEGREE_GROUP_DESC,FIRST_TERM_ATTEMPT_HRS,FIRST_TERM_EARNED_HRS,SECOND_TERM_ATTEMPT_HRS,SECOND_TERM_EARNED_HRS,GROSS_FIN_NEED,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED
7771312,17,M,BGD 1,Y,N,Applied Computer Science,N,,950,950,200508,MATH 1111,D,CPSC 1301,C,THEA 1100,C,POLS 2401,B,,,,,200602,HIST 2112,D,COMM 1110,B,ENGL 1101,B,,,,,,,On Campus,1,90,2.69,SCHOOL 41,3,College/Beyond,2,High School,V,Career Associate,12,12,12,12," 86,580 "," 831,720 "," 745,140 "," 68,580 "
7808517,18,M,BGD 3,Y,N,Health Science,N,,1070,1070,200608,PSYC 1101,D,ENGL 1101,C,COMM 1110,B,THEA 1100,B,MATH 1101,A,,,200702,HIST 1112,D,ENGL 1102,B,ITDS 2735,B,,,,,,,On Campus,1,150,2.29,SCHOOL 84,2,High School,2,High School,B,Bachelors,15,12,12,9, -   , -   , -   , -   
7932351,18,F,BGD 3,Y,N,Biology,N,23,,1070,200508,CHEM 1211,F,CHEM 1211L,C,MATH 1111,C,COMM 1110,B,ENGL 1101,A,,,200602,MATH 1113,D,POLS 1101,B,ENGL 1102,A,,,,,,,Off Campus,1,150,3.16,SCHOOL 144,2,High School,2,High School,B,Bachelors,13,10,12,6, -   , -   ," 78,420 ", -   
7968159,18,F,BGD 3,Y,N,Pre-Nursing,N,13,,640,201008,COMM 1110,F,ENGL 1101,C,HIST 2111,C,MUSC 1100,B,,,,,201102,CHEM 1151,D,CHEM 1151L,B,ENGL 1102,B,ENGL 2136,B,,,,,Off Campus,1,69,3,SCHOOL 1,2,High School,2,High School,B,Bachelors,12,9,12,9, -   , -   , -   , -   
7843159,19,M,BGD 1,Y,N,Joint Enrollment - Accel,N,,1030,1030,201008,ENGL 1101,F,CHEM 1211,C,CHEM 1211L,C,HIST 2111,B,,,,,201102,POLS 1101,D,BIOL 1215K,B,,,,,,,,,On Campus,1,69,3.64,SCHOOL 3,2,High School,3,College/Beyond,B,Bachelors,12,9,14,14, -   , -   , -   , -   
8019266,18,M,BGD 1,N,N,Music Performance,N,,1070,1070,200708,HIST 1111,F,ENGL 1101,C,SPAN 1001,A,,,,,,,200802,COMM 1110,D,SPAN 1002,B,ENGL 1102,A,,,,,,,Off Campus,1,528,3.69,SCHOOL 324,1,Middle School/Junior High,3,College/Beyond,B,Bachelors,15,12,16,16, -   , -   , -   , -   
7777430,18,M,BGD 3,Y,N,Criminal Justice,Military Sci & Adv Leadership,,770,790,200908,HIST 1112,F,HIST 2112,C,,,,,,,,,201002,COMM 1110I,D,ENGL 1101I,B,,,,,,,,,Off Campus,1,0,2.87,SCHOOL 17,2,High School,2,High School,B,Bachelors,15,11,12,8," 1,418,100 "," 1,418,100 ", -   ," 801,600 "
7797577,17,M,BGD 1,Y,N,Undeclared,N,,,,200808,HIST 2112,F,ECON 2105,C,ENGL 1101,C,HIST 1112,B,,,,,200902,HIST 2112,D,CPSC 1105,B,COMM 1110,A,ITDS 2735,A,,,,,Off Campus,1,0,3.25,SCHOOL 1,3,College/Beyond,3,College/Beyond,B,Bachelors,12,9,12,12," 576,540 "," 1,346,640 "," 770,100 "," 219,660 "
7999121,17,F,BGD 1,Y,N,General Studies/AS,N,20,,950,201008,HIST 2112,F,ENGL 1101,C,MUSC 1100,C,PSYC 1101,C,POLS 1101,B,,,201102,COMM 1110,D,BIOL 1215K,B,ANTH 1105,A,ENGL 1102,A,,,,,Off Campus,1,69,3.06,SCHOOL 11,2,High School,3,College/Beyond,A,Associate,15,12,17,13, -   , -   , -   , -   
8028807,18,F,BGD 3,Y,N,Marketing,Spanish,20,830,950,200608,ENGL 1101,NOT REP,PSYC 1101,C,POLS 1101,C,,,,,,,200702,MATH 1111,D,ENGL 1102,B,ECON 2106,A,,,,,,,On Campus,1,90,3.25,SCHOOL 108,3,College/Beyond,3,College/Beyond,B,Bachelors,15,11,15,12, -   , -   , -   , -   
7861228,18,M,BGD 3,Y,N,Engineering Studies,N,17,,830,200508,CHEM 1151,D,MATH 1111,D,ENGL 1101,B,CHEM 1151L,A,,,,,200602,ENGL 1102,D,HIST 2111,B,POLS 2401,A,,,,,,,On Campus,0,150,2.58,SCHOOL 120,2,High School,2,High School,B,Bachelors,13,13,18,18, -   , -   , -   , -   
7902798,18,F,BGD 1,N,N,Biology,N,24,,1110,200608,ECON 2105,D,HIST 1112,D,ARTH 1100,A,,,,,,,200702,ENGL 2111,D,CHEM 1151,B,COMM 1110,B,CHEM 1151L,A,,,,,Off Campus,1,0,3.53,SCHOOL 148,,No Information,,No Information,B,Bachelors,13,13,13,13, -   , -   , -   , -   
7936947,18,M,BGD 3,Y,N,Management,N,,940,950,200708,ENGL 1101,D,MATH 1111,D,HIST 2111,C,COMM 1110,B,,,,,200802,MATH 1111,D,HIST 2112,B,ITDS 2727,B,MUSC 1100,B,PHYS 1125,B,,,On Campus,1,69,2.86,SCHOOL 260,1,Middle School/Junior High,2,High School,B,Bachelors,18,8,16,13, -   , -   , -   , -   
7940003,18,F,BGD 1,Y,N,English Language/Literature,N,,900,910,201008,HIST 1112I,D,PSYC 1101,D,ENGL 1101,B,,,,,,,201102,HIST 2111,D,ENGL 1102,B,MATH 1101,B,SPAN 1001,A,,,,,On Campus,1,150,3.14,SCHOOL 488,3,College/Beyond,3,College/Beyond,B,Bachelors,13,9,12,12, -   , -   , -   , -   
7817122,18,M,BGD 1,Y,N,General Business,N,,1000,990,200808,ARTH 1100,F,GEOL 1110,D,HIST 2112,D,ENGL 1101,C,POLS 1101,C,,,200902,ENGL 1102,D,ARTH 1100,B,,,,,,,,,Off Campus,1,69,2.93,SCHOOL 130,3,College/Beyond,2,High School,B,Bachelors,15,12,13,10," 254,760 "," 1,355,760 "," 1,101,000 "," -152,820 "
7970356,18,F,BGD 3,N,N,Engineering Studies,N,20,850,950,201008,ARTH 1100,F,CHEM 1211,D,CHEM 1211L,C,ECON 2105,C,PSYC 1101,C,,,201102,HIST 2111,D,BIOL 1215K,B,ENGL 1101,B,MUSC 1100,B,,,,,Off Campus,1,0,2.8,SCHOOL 15,1,Middle School/Junior High,3,College/Beyond,B,Bachelors,13,10,17,13, -   , -   , -   , -   
7814386,18,M,BGD 3,Y,N,General Business,N,,,,200708,HIST 2111,F,ARTH 1100,D,ENGL 1101,C,,,,,,,200802,HIST 2111,D,ENGL 1102,B,,,,,,,,,Off Campus,1,69,2.75,SCHOOL 11,3,College/Beyond,3,College/Beyond,B,Bachelors,15,8,9,6, -   ," 217,920 ", -   ," -217,920 "
7791384,18,M,BGD 1,Y,N,Biology,N,,,,201008,HIST 2112,F,PSYC 1101,D,SPAN 1001,D,,,,,,,201102,POLS 1101,D,BIOL 1215K,B,,,,,,,,,Off Campus,1,69,2.2,SCHOOL 268,2,High School,2,High School,B,Bachelors,14,11,14,10, -   , -   , -   , -   
7787520,18,M,BGD 1,Y,N,Political Science,N,,1190,1190,200708,POLS 1101,F,COMM 1110,D,ENGL 1101,D,HIST 1111,D,,,,,200802,MUSC 1100,D,HIST 2111,B,ITDS 1155,A,,,,,,,On Campus,1,150,2.25,SCHOOL 310,,No Information,,No Information,B,Bachelors,15,8,18,18, -   , -   , -   , -   
7958618,17,F,BGD 3,Y,N,Political Science,Psychology,,950,950,200908,HIST 2111,INCOMPL,BIOL 1215K,D,COMM 1110,B,ENGL 1101,A,,,,,201002,POLS 1101,D,MUSC 1100,B,LEAD 1705,A,,,,,,,On Campus,1,138,2.74,SCHOOL 367,3,College/Beyond,3,College/Beyond,B,Bachelors,16,12,15,5," 1,410,180 "," 1,410,180 ", -   ," 852,228 "
7911426,18,F,BGD 4,Y,N,Undeclared,N,,,,200608,ANTH 1105,NOT REP,COMM 1110,D,ENGL 1101,C,ARTH 1100,B,ITDS 2735,B,,,200702,POLS 1101,D,ENGL 1102,B,ITDS 2727,A,,,,,,,On Campus,1,150,2.5,SCHOOL 213,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,20,13," 489,900 "," 852,480 "," 362,580 "," 332,400 "
8013153,18,F,BGD 6,Y,N,History,Criminal Justice,,910,910,200708,POLS 1101,NOT REP,MATH 1111,D,HIST 1111,C,PSYC 1101,C,,,,,200802,HIST 2111,D,ENGL 1101,B,FREN 1001,A,,,,,,,Off Campus,1,0,3.07,SCHOOL 1,2,High School,3,College/Beyond,B,Bachelors,12,12,12,12," 1,180,020 "," 1,285,860 "," 105,840 "," 642,540 "
8002501,18,M,BGD 3,Y,N,Biology,N,18,,870,200808,CHEM 1211,F,ENGL 1101,F,CHEM 1211L,D,,,,,,,200902,HIST 2111,D,COMM 1110,B,,,,,,,,,On Campus,1,69,2.8,SCHOOL 11,3,College/Beyond,3,College/Beyond,B,Bachelors,13,0,16,10, -   , -   , -   , -   
7927920,18,M,BGD 1,Y,N,History,N,,1090,1110,200608,ENGL 1101,F,HIST 2111,F,HIST 2112,F,SPAN 1002,F,,,,,200702,HIST 2112,D,ENGL 1101,B,HIST 2111,B,ITDS 2726,B,,,,,Off Campus,1,69,2.4,SCHOOL 2,2,High School,2,High School,B,Bachelors,12,0,11,11, -   , -   , -   , -   
8005370,17,F,BGD 3,Y,N,Mathematics,N,,,,200908,GEOL 1121,F,MATH 1131,F,HIST 2112,D,GEOL 1121L,B,,,,,201002,MATH 2115,D,FREN 1001,B,SPAN 1002,B,SOCI 1101,A,,,,,On Campus,1,150,3.45,SCHOOL 45,4,Other/Unknown,3,College/Beyond,B,Bachelors,16,9,13,13," 1,325,460 "," 1,418,100 "," 92,640 "," 53,040 "
7964119,18,F,BGD 1,N,N,Sociology,N,19,,910,200808,HIST 2112,F,PSYC 1101,F,POLS 1101,C,,,,,,,200902,PSYC 1101,D,ENGL 1101,B,ITDS 2726,A,,,,,,,On Campus,1,997,2.86,SCHOOL 409,1,Middle School/Junior High,3,College/Beyond,B,Bachelors,16,6,7,7," 1,933,800 "," 2,082,900 "," 149,100 "," 749,040 "
7780351,18,F,BGD 1,Y,N,Chemistry,N,17,760,830,201008,ENGL 1101,B,,,,,,,,,,,201102,CHEM 1211,D,CHEM 1211L,B,ENGL 1102,B,MATH 1111,B,POLS 1101,B,,,Off Campus,1,90,2.77,SCHOOL 29,2,High School,3,College/Beyond,B,Bachelors,12,8,13,13, -   , -   , -   , -   
7900389,18,F,BGD 1,Y,N,Communication,N,,880,870,200808,POLS 1101,C,,,,,,,,,,,200902,ARTH 1100,D,ENGL 1101,B,COMM 1110,A,,,,,,,On Campus,1,90,2.56,SCHOOL 72,2,High School,3,College/Beyond,B,Bachelors,14,10,14,10," 862,140 "," 945,840 "," 83,700 "," 305,460 "
7992257,18,F,BGD 3,Y,N,Biology,N,16,850,790,200808,ARTH 1100,D,,,,,,,,,,,200902,POLS 1101,D,ENGL 1101,B,ITDS 2746,A,,,,,,,Off Campus,1,0,3,SCHOOL 13,3,College/Beyond,2,High School,B,Bachelors,12,4,13,9," 1,255,740 "," 1,255,740 ", -   ," 579,300 "
7952530,19,F,BGD 3,Y,N,Joint Enrollment - Accel,N,,670,690,201008,SPAN 1002,F,,,,,,,,,,,201102,ECON 2106,D,BIOL 1125,B,,,,,,,,,On Campus,1,0,2.81,SCHOOL 477,3,College/Beyond,3,College/Beyond,B,Bachelors,14,8,13,6, -   ," 269,100 ", -   ," -231,720 "
7937822,18,M,BGD 3,Y,N,Pre-Business,N,,1040,1030,200908,BIOL 1215K,B,ENGL 1101,A,,,,,,,,,201002,MATH 1111,F,CHEM 1151,B,CHEM 1151L,B,ENGL 1102,B,,,,,On Campus,1,150,2.93,SCHOOL 106,2,High School,3,College/Beyond,B,Bachelors,14,7,13,6," 250,140 "," 1,025,700 "," 775,560 "," 40,140 "
7856904,17,F,BGD 1,Y,N,Undeclared,N,22,,1030,200908,ECON 2106,B,ENGL 1101,A,HIST 2111,A,PSYC 1101,A,,,,,201002,MATH 1111,F,COMM 1110,B,ANTH 1105I,A,ENGL 1102,A,LEAD 1705,A,,,Off Campus,1,69,3.68,SCHOOL 11,2,High School,2,High School,B,Bachelors,15,15,14,11," 1,316,580 "," 1,316,580 ", -   ," 372,660 "
7809507,18,M,BGD 1,Y,N,Undeclared,N,,1040,1030,200708,HIST 1111,B,ENGL 1101,A,,,,,,,,,200802,HIST 2111,F,COMM 1110,B,MATH 1111,B,ENGL 1102,A,,,,,Off Campus,0,694,3.8,SCHOOL 9,,No Information,,No Information,B,Bachelors,15,11,16,16, -   , -   , -   , -   
7944351,18,M,BGD 1,Y,N,Undeclared,Military Sci & Adv Leadership,,1300,1300,200908,HIST 2112,B,COMM 1110I,A,ECON 2106,A,ENGL 1101I,A,,,,,201002,MATH 1131,F,POLS 1101,B,ENGL 1102,A,,,,,,,Off Campus,0,69,,SCHOOL 98,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,15,11, -   ," 278,280 "," 756,600 "," -278,280 "
7832198,18,M,BGD 1,Y,N,Music Education,N,,490,,200508,MUSC 1100,B,ENGL 1101,A,MATH 1111,A,,,,,,,200602,ENGL 1102,F,POLS 1101,B,,,,,,,,,Off Campus,0,0,3.53,SCHOOL 99,,No Information,,No Information,B,Bachelors,14,14,14,11, -   ," 336,960 ", -   ," -421,920 "
7776145,20,F,BGD 1,Y,N,Art,N,,980,990,200908,HIST 2111,C,ARTH 1100,A,SOCI 1101,A,,,,,,,201002,GEOL 1121,F,ENGL 1101,B,,,,,,,,,Off Campus,1,69,2.56,SCHOOL 34,2,High School,2,High School,B,Bachelors,12,12,13,6, -   , -   , -   , -   
7965687,18,F,BGD 3,Y,N,Theatre Arts,N,,400,,201008,PSYC 1101,C,ENGL 1101,A,,,,,,,,,201102,HIST 2112,F,ITDS 2735,B,ENGL 1102,A,,,,,,,On Campus,1,150,3.16,SCHOOL 45,4,Other/Unknown,3,College/Beyond,B,Bachelors,13,13,14,11, -   , -   , -   , -   
7936184,18,F,BGD 1,Y,N,Pre-Nursing,Psychology,,1140,1150,200908,CHEM 1151,B,CHEM 1151L,B,ENGL 1101,A,ITDS 2749,A,MATH 1101,A,SOCI 1101,A,201002,STAT 1127,F,ENGL 1102,B,COMM 1110,A,,,,,,,On Campus,1,0,3.66,SCHOOL 141,4,Other/Unknown,4,Other/Unknown,B,Bachelors,14,14,13,7, -   ," 1,410,180 "," 2,562,180 "," -417,420 "
7950332,17,F,BGD 6,Y,N,Biology,N,19,1030,910,200808,CHEM 1211,B,CHEM 1211L,B,ENGL 1101,B,HIST 2112,B,,,,,200902,ARTH 1100,F,ENGL 1102,B,,,,,,,,,Off Campus,1,69,3.54,SCHOOL 27,2,High School,3,College/Beyond,B,Bachelors,13,13,14,3," 1,314,420 "," 1,355,760 "," 41,340 "," 454,980 "
7879749,18,F,BGD 3,Y,N,Theatre Education,N,,910,910,200908,COMM 1110,B,HIST 2111,B,THEA 1100,B,ENGL 1101,A,,,,,201002,BIOL 1125,F,ENGL 1102,B,ITDS 2735,A,,,,,,,On Campus,1,181,2.85,SCHOOL 220,3,College/Beyond,2,High School,B,Bachelors,15,15,13,6," 1,230,660 "," 1,418,100 "," 187,440 "," 566,100 "
7867743,18,F,BGD 3,Y,N,Pre-Business,Computer Info. Management,23,1000,1070,201008,FREN 1001,B,PSYC 1101,B,ENGL 1101,A,,,,,,,201102,MATH 1111,F,ECON 2105,B,ENGL 1102,B,POLS 1101,B,COMM 1110,A,,,Off Campus,1,150,2.83,SCHOOL 160,3,College/Beyond,3,College/Beyond,B,Bachelors,13,9,15,12, -   , -   , -   , -   
8026883,18,M,BGD 1,Y,N,Engineering Studies,N,25,1280,1150,200808,HIST 2111,B,MATH 1111,B,ENGL 1101,A,,,,,,,200902,MATH 1113,F,ARTH 1100,B,ENGL 1102,B,ECON 2105,A,,,,,Off Campus,1,69,,SCHOOL 388,2,High School,3,College/Beyond,B,Bachelors,12,12,12,9," 819,600 "," 908,160 "," 88,560 "," 598,740 "
7884738,18,F,BGD 6,Y,N,Nursing,N,,,,200808,CHEM 1151,C,CHEM 1151L,B,ENGL 1101,B,MATH 1101,A,LEAD 1705,A,,,200902,ARTH 1100,F,HIST 2112,B,ITDS 1155,B,ENGL 1102,A,,,,,On Campus,1,150,3.1,SCHOOL 89,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,17,10," 1,200,600 "," 1,306,020 "," 105,420 "," 752,160 "
7775638,18,F,BGD 3,Y,N,Pre-Nursing,N,,870,870,200908,CHEM 1151L,C,CHEM 1151,B,ENGL 1101,B,ITDS 2749,A,SOCI 1101,A,,,201002,HIST 2112,F,ENGL 1102,B,,,,,,,,,On Campus,1,0,3,SCHOOL 70,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,14,4," 1,418,100 "," 1,418,100 ", -   ," 366,600 "
8012934,18,F,BGD 1,Y,N,Health Science,N,,870,870,201008,ENGL 1101,C,BIOL 1215K,B,ITDS 2735,A,,,,,,,201102,POLS 1101,F,COMM 1110,B,ENGL 1102,B,SPAN 1001,B,,,,,Off Campus,1,0,2.875,SCHOOL 1,2,High School,1,Middle School/Junior High,B,Bachelors,12,8,15,12, -   , -   , -   , -   
7861221,18,F,BGD 1,Y,N,Art,N,,1190,1190,200808,ENVS 1105,C,ARTH 1100,B,ENGL 1101,B,POLS 1101,B,,,,,200902,COMM 1110,F,HIST 2111,B,ENGL 1102,A,,,,,,,Off Campus,1,69,2.87,SCHOOL 130,2,High School,3,College/Beyond,B,Bachelors,12,12,12,9," 448,140 "," 983,160 "," 535,020 "," 238,140 "
7954872,18,F,BGD 3,Y,N,Pre-Business,N,,980,990,200908,HIST 1111,C,COMM 1110,B,ENGL 1101,B,,,,,,,201002,MATH 1113,F,ENGL 1102,B,ITDS 2735,B,MUSC 1100,A,,,,,On Campus,1,150,2.78,SCHOOL 36,3,College/Beyond,3,College/Beyond,B,Bachelors,15,14,14,11," 1,285,920 "," 1,418,100 "," 132,180 "," 209,220 "
7938768,18,M,BGD 1,Y,N,Pre-Business,N,,430,,200908,HIST 2111,C,COMM 1110,B,ENGL 1101,A,,,,,,,201002,BIOL 1125,F,ENGL 1102,B,MATH 1111,B,SOCI 1101,B,,,,,Off Campus,0,69,2.8,SCHOOL 10,2,High School,3,College/Beyond,B,Bachelors,12,12,13,10," 162,600 "," 1,324,500 "," 1,161,900 "," -254,820 "
7939135,18,F,BGD 3,Y,N,Health Science,N,,1080,1070,200608,HIST 2112,C,ENGL 1101,B,,,,,,,,,200702,ENGL 1102,F,PSYC 1101,B,THEA 1100,B,COMM 1110,A,MATH 1111,A,,,On Campus,1,0,2.13,SCHOOL 130,3,College/Beyond,3,College/Beyond,B,Bachelors,16,12,16,13," 1,173,540 "," 1,176,420 "," 2,880 "," 283,260 "
7910609,18,F,BGD 3,Y,N,Early Childhood Education,N,,920,910,200908,ITDS 2749,C,COMM 1110,B,ITDS 2735,B,MATH 1111,A,PSYC 1101,A,,,201002,CPSC 1105,F,BIOL 1215K,B,ENGL 1101,A,,,,,,,On Campus,1,0,2.93,SCHOOL 130,2,High School,4,Other/Unknown,B,Bachelors,12,12,12,9," 1,418,100 "," 1,418,100 ", -   ," 144,180 "
7951611,18,M,BGD 1,Y,N,Mathematics,N,18,1110,870,200808,MATH 1131,C,ENGL 1101,B,POLS 1101,A,,,,,,,200902,MATH 1132,F,ITDS 1155,B,ENGL 1102,A,HIST 2111,A,,,,,Off Campus,1,0,3.18,SCHOOL 395,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,16,12, -   ," 1,264,860 "," 2,101,260 "," -379,620 "
7773096,18,F,BGD 3,Y,N,Communication,N,19,900,910,200808,HIST 2112,D,POLS 1101,B,,,,,,,,,200902,ARTH 1100,F,ENGL 1101,B,ITDS 1146,B,,,,,,,On Campus,1,69,2.8,SCHOOL 34,3,College/Beyond,3,College/Beyond,B,Bachelors,16,9,16,9," 365,520 "," 1,306,020 "," 940,500 "," 179,700 "
7955366,18,F,BGD 1,Y,N,Biology,N,,470,,200708,POLS 1101,D,COMM 1110,B,THEA 1100,B,,,,,,,200802,HIST 2111,F,ENGL 1101,B,,,,,,,,,Off Campus,0,0,3.54,SCHOOL 1,2,High School,2,High School,B,Bachelors,15,15,15,4," 89,760 "," 1,285,860 "," 1,196,100 "," -237,120 "
7886414,17,F,BGD 3,Y,N,Pre-Nursing,N,,430,,200908,CHEM 1151,F,CHEM 1151L,B,ENGL 1101,B,ITDS 2749,A,,,,,201002,MATH 1101,F,ENGL 1102,B,THEA 1100,B,,,,,,,On Campus,1,138,3.1,SCHOOL 422,3,College/Beyond,3,College/Beyond,B,Bachelors,14,7,13,10," 1,206,180 "," 1,418,100 "," 211,920 "," 353,760 "
7926425,18,F,BGD 3,N,N,Undeclared,N,,,,200808,MATH 1125,F,THEA 1100,B,,,,,,,,,200902,MATH 1111,F,FREN 1001,B,,,,,,,,,Off Campus,1,0,3.25,SCHOOL 2,1,Middle School/Junior High,3,College/Beyond,B,Bachelors,12,9,12,8, -   , -   ," 66,900 ", -   
7888718,18,M,BGD 1,N,N,Computer Science - Games,N,19,,910,200908,ENGL 1101,INCOMPL,CPSC 1301,B,CPSC 1301L,B,COMM 1110,A,,,,,201002,MATH 2125,F,ENGL 1102,B,SOCI 1101,A,,,,,,,Off Campus,1,0,3.71,SCHOOL 7,3,College/Beyond,2,High School,B,Bachelors,13,13,12,9, -   ," 955,500 "," 1,450,860 ", -   
8020808,18,F,BGD 1,N,N,Pre-Business,N,,900,910,201008,BIOL 1125,C,COMM 1110,C,HIST 2111,C,,,,,,,201102,ECON 2105,F,PSYC 1101,B,,,,,,,,,Off Campus,1,69,3.06,SCHOOL 11,3,College/Beyond,3,College/Beyond,B,Bachelors,12,9,12,5, -   , -   , -   , -   
7865561,18,F,BGD 1,Y,N,Pre-Nursing,N,,,,201008,CHEM 1151,C,HIST 2111,C,CHEM 1151L,B,ECON 2105,B,ENGL 1101,A,,,201102,POLS 2401,F,COMM 1110,B,ITDS 2735,A,MATH 1101,A,,,,,Off Campus,1,69,3.13,SCHOOL 141,2,High School,2,High School,B,Bachelors,13,13,14,11, -   , -   , -   , -   
7846319,17,M,BGD 1,Y,N,Pre-Engineering/RETP,N,26,1200,1190,200808,CHEM 1211,C,ENGL 1101,C,HIST 2111,B,MATH 1125,B,CHEM 1211L,A,,,200902,POLS 1101,F,COMM 1110,B,ENGL 1102,B,MATH 1113,B,,,,,Off Campus,1,90,3.4,SCHOOL 333,3,College/Beyond,2,High School,B,Bachelors,15,15,13,10," 907,860 "," 1,355,760 "," 447,900 "," 350,280 "
7808630,19,M,BGD 1,Y,N,Theatre Arts,N,,,,200908,ENGL 1101,C,HIST 1111,C,,,,,,,,,201002,HIST 2111,F,COMM 1110,B,,,,,,,,,On Campus,1,138,3.26,SCHOOL 44,3,College/Beyond,2,High School,B,Bachelors,13,13,10,3," 1,377,780 "," 1,418,100 "," 40,320 "," 78,180 "
8029733,18,F,BGD 2,Y,N,Biology,N,,990,990,200908,CHEM 1211,D,CHEM 1211L,C,SOCI 1101,C,ENGL 1101,B,THEA 1100,B,ITDS 2749,A,201002,MATH 1113,F,COMM 1110,B,ENGL 1102,B,,,,,,,On Campus,1,150,2.93,SCHOOL 38,2,High School,2,High School,B,Bachelors,14,14,14,11," 161,880 "," 1,025,700 "," 863,820 ", -   
7785719,18,M,BGD 1,Y,N,Management Information Systems,N,,510,530,200508,HIST 1111,D,ENGL 1101,C,PSYC 1101,C,ARTH 1100,B,,,,,200602,ENGL 1102,F,MATH 1111,B,,,,,,,,,Off Campus,1,69,3.19,SCHOOL 11,2,High School,3,College/Beyond,B,Bachelors,12,12,12,6," 1,144,200 "," 1,144,200 ", -   ," 595,020 "
7869812,18,F,BGD 1,Y,N,Theatre Arts,N,17,490,830,200808,MATH 1111,D,ANTH 1105,C,THEA 1100,B,,,,,,,200902,HIST 2111,F,ENGL 1101,B,,,,,,,,,Off Campus,1,150,2.5,SCHOOL 157,,No Information,,No Information,B,Bachelors,15,12,12,9, -   , -   , -   , -   
7930598,18,M,BGD 1,Y,N,Communication,N,,930,910,200608,THEA 1100,D,POLS 1101,C,HIST 2111,B,ENGL 1101,A,,,,,200702,COMM 1110,F,ENGL 1102,B,,,,,,,,,Off Campus,0,69,3.28,SCHOOL 11,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,12,6, -   , -   , -   , -   
7792345,19,M,BGD 3,Y,N,Biology,N,,940,950,200808,CHEM 1211,F,ENGL 1101,C,CHEM 1211L,B,,,,,,,200902,MATH 1111,F,ENGL 1102,B,HIST 2111,B,ARTH 1100,A,ITDS 2735,A,,,On Campus,1,150,2.85,SCHOOL 84,2,High School,3,College/Beyond,B,Bachelors,13,6,16,13," 1,306,020 "," 1,306,020 ", -   ," 668,160 "
7847401,18,F,BGD 3,Y,N,Biology,N,,920,910,200508,ENGL 1101,F,MATH 1111,C,POLS 1101,C,CHEM 1211,B,CHEM 1211L,B,,,200602,MATH 1113,F,ENGL 1102,B,ITDS 2735,B,,,,,,,On Campus,1,90,3.57,SCHOOL 215,2,High School,2,High School,B,Bachelors,13,13,17,14, -   , -   , -   , -   
7990896,18,F,BGD 1,Y,N,Pre-Nursing,N,,1030,1030,200908,ENGL 1101,F,CHEM 1151,C,CHEM 1151L,C,SOCI 1101,B,ITDS 2748,A,,,201002,HIST 2112,F,ENGL 1101,B,PSYC 1101,B,,,,,,,Off Campus,0,69,3,SCHOOL 1,2,High School,2,High School,B,Bachelors,13,8,13,10," 516,120 "," 955,500 "," 439,380 "," 306,120 "
7967772,19,M,BGD 3,Y,N,Marketing,N,,1080,1070,200808,GEOL 1110,D,HIST 2112,D,ENGL 1101,C,MUSC 1100,C,,,,,200902,ECON 2105,F,ENGL 1102,B,,,,,,,,,On Campus,0,150,2.57,SCHOOL 55,4,Other/Unknown,4,Other/Unknown,B,Bachelors,12,12,14,7," 816,480 "," 945,840 "," 129,360 "," 406,620 "
7975059,18,F,BGD 2,N,N,Nursing,N,19,470,910,200608,CHEM 1151,F,THEA 1100,D,ENGL 1101,C,CHEM 1151L,A,,,,,200702,PSYC 1101,F,ENGL 1102,B,,,,,,,,,On Campus,1,0,2.13,SCHOOL 130,3,College/Beyond,,No Information,B,Bachelors,12,9,13,6, -   , -   , -   , -   
